AGE,WORKCLASS,EDUCATION,EDUCATIONNUM,MARITALSTATUS,OCCUPATION,RELATIONSHIP,RACE,SEX,HOURSPERWEEK,ABOVE50K,INCOME
26, Private, HS-grad,9,Married, Machine-op-inspct, Husband,White,Male,45,0,30690
41, Local-gov, Bachelors,13,Not Married, Prof-specialty, Not-in-family,White,Male,20,0,34116
25, Private, Some-college,10,Married, Adm-clerical, Husband,White,Male,45,0,41894
62, Private, 9th,5,Married, Other-service, Husband,White,Male,40,0,30621
23, Private, Masters,14,Not Married, Prof-specialty, Not-in-family,White,Male,40,0,30637
26, ?, Bachelors,13,Not Married, ?, Unmarried,White,Female,10,0,39218
25, Private, HS-grad,9,Not Married, Sales, Own-child, Amer-Indian-Eskimo,Male,40,0,30382
30, Private, Bachelors,13,Not Married, Sales, Not-in-family,White,Female,45,0,30730
48, Private, HS-grad,9,Not Married, Handlers-cleaners, Not-in-family,White,Male,40,0,30656
20, Private, HS-grad,9,Not Married, Other-service, Other-relative, Other,Male,40,0,30361
51, Private, Some-college,10,Married, Exec-managerial, Wife,White,Female,15,1,77497
19, Private, Some-college,10,Not Married, Handlers-cleaners, Own-child,White,Male,10,0,30600
31, Private, HS-grad,9,Not Married, Machine-op-inspct, Not-in-family,White,Male,40,0,39029
36, Private, Bachelors,13,Married, Exec-managerial, Husband,White,Male,50,1,53391
21, ?, Some-college,10,Not Married, ?, Own-child,White,Female,40,0,30706
40, Private, HS-grad,9,Not Married, Sales, Own-child, Black,Male,40,0,34467
30, Self-emp-not-inc, 11th,7,Not Married, Farming-fishing, Own-child, Black,Male,40,0,32519
28, Self-emp-not-inc, Some-college,10,Not Married, Craft-repair, Not-in-family,White,Male,40,0,42935
57, Private, 9th,5,Married, Craft-repair, Husband, Black,Male,40,1,64126
18, Private, 11th,7,Not Married, Sales, Own-child,White,Male,15,0,30592
54, Private, HS-grad,9,Married, Craft-repair, Husband,White,Male,40,1,99039
32, Private, HS-grad,9,Married, Machine-op-inspct, Husband, Black,Male,40,0,41435
52, Private, Masters,14,Not Married, Prof-specialty, Not-in-family,White,Male,40,0,30704
27, Private, HS-grad,9,Not Married, Machine-op-inspct, Unmarried,White,Female,40,0,41885
45, Private, Bachelors,13,Married, Exec-managerial, Husband,White,Male,48,0,30624
18, Private, Some-college,10,Not Married, Other-service, Own-child,White,Male,20,0,30749
37, Self-emp-not-inc, HS-grad,9,Not Married, Craft-repair, Not-in-family,White,Male,35,0,30662
52, Private, HS-grad,9,Married, Machine-op-inspct, Husband, Black,Male,40,1,53330
59, Private, 9th,5,Not Married, Other-service, Not-in-family, Black,Male,50,0,30604
27, Private, Assoc-voc,11,Not Married, Machine-op-inspct, Not-in-family,White,Male,40,0,30649
43, Federal-gov, HS-grad,9,Married, Machine-op-inspct, Husband,White,Male,40,0,33156
56, Private, Some-college,10,Married, Craft-repair, Husband,White,Male,40,1,84088
44, Self-emp-not-inc, Some-college,10,Married, Farming-fishing, Husband,White,Male,72,0,43338
37, Private, Assoc-voc,11,Not Married, Craft-repair, Not-in-family,White,Male,45,0,30677
28, Private, Assoc-voc,11,Not Married, Exec-managerial, Not-in-family,White,Male,50,1,114552
48, Self-emp-not-inc, HS-grad,9,Not Married, Other-service, Other-relative,White,Female,25,0,45973
58, Self-emp-not-inc, Bachelors,13,Married, Exec-managerial, Husband,White,Male,50,0,30600
29, Private, HS-grad,9,Married, Craft-repair, Husband,White,Male,45,0,30716
37, Private, Assoc-acdm,12,Married, Sales, Husband,White,Male,40,0,30734
35, Self-emp-inc, Prof-school,15,Married, Prof-specialty, Husband,White,Male,50,1,74071
36, Private, Assoc-voc,11,Not Married, Craft-repair, Not-in-family,White,Male,38,0,30674
52, Private, HS-grad,9,Married, Adm-clerical, Husband,White,Male,48,0,30713
30, Private, HS-grad,9,Not Married, Transport-moving, Not-in-family,White,Male,40,0,30631
22, Private, 9th,5,Not Married, Craft-repair, Own-child,White,Male,40,0,30643
55, Self-emp-not-inc, Assoc-acdm,12,Married, Sales, Husband,White,Male,60,0,30571
61, Private, HS-grad,9,Married, Exec-managerial, Wife,White,Female,38,1,67881
33, Private, HS-grad,9,Not Married, Handlers-cleaners, Unmarried,White,Male,30,0,30617
46, Private, Some-college,10,Married, Sales, Husband,White,Male,50,0,30550
64, Private, 11th,7,Married, Tech-support, Unmarried,White,Female,16,0,30617
28, Private, 10th,6,Married, Craft-repair, Unmarried,White,Male,40,0,30628
19, Private, HS-grad,9,Not Married, Adm-clerical, Not-in-family,White,Female,42,0,30748
36, Private, HS-grad,9,Not Married, Adm-clerical, Not-in-family,White,Male,40,0,30656
43, Self-emp-not-inc, Bachelors,13,Married, Craft-repair, Husband,White,Male,40,1,64234
39, Self-emp-not-inc, Doctorate,16,Not Married, Adm-clerical, Other-relative, Other,Male,40,0,30643
56, Private, Bachelors,13,Married, Exec-managerial, Husband,White,Male,42,1,71524
24, Local-gov, Some-college,10,Not Married, Protective-serv, Own-child,White,Male,40,0,30676
40, Private, HS-grad,9,Married, Sales, Husband,White,Male,60,0,30558
45, Self-emp-inc, Assoc-acdm,12,Married, Exec-managerial, Husband,White,Male,50,1,53291
56, Local-gov, Masters,14,Married, Prof-specialty, Not-in-family,White,Female,40,0,41548
46, Private, HS-grad,9,Not Married, Craft-repair, Unmarried, Black,Female,40,0,38620
35, Federal-gov, Bachelors,13,Not Married, Prof-specialty, Own-child,White,Female,40,0,30632
36, Self-emp-not-inc, Prof-school,15,Married, Prof-specialty, Husband,White,Male,60,1,94540
50, Self-emp-not-inc, Prof-school,15,Married, Prof-specialty, Husband,White,Male,50,1,107401
61, Private, 7th-8th,4,Married, Other-service, Not-in-family, Black,Female,21,0,30673
31, Private, Assoc-voc,11,Not Married, Transport-moving, Own-child,White,Male,60,0,30566
63, Private, Some-college,10,Married, Prof-specialty, Husband,White,Male,40,0,30673
41, Private, Assoc-voc,11,Married, Exec-managerial, Husband,White,Male,40,0,35295
48, Private, HS-grad,9,Married, Machine-op-inspct, Husband,White,Male,40,0,30639
45, Private, HS-grad,9,Not Married, Sales, Not-in-family,White,Female,35,0,30584
24, Private, HS-grad,9,Married, Machine-op-inspct, Husband,White,Male,40,0,30577
34, Private, Some-college,10,Not Married, Prof-specialty, Not-in-family, Black,Male,40,1,70323
27, Private, Bachelors,13,Not Married, Sales, Not-in-family,White,Female,40,0,30605
26, Private, Assoc-voc,11,Not Married, Craft-repair, Own-child,White,Male,48,0,30639
27, Private, HS-grad,9,Not Married, Handlers-cleaners, Own-child,White,Male,40,0,43199
55, Private, Assoc-voc,11,Married, Exec-managerial, Husband,White,Male,40,0,42303
38, Private, HS-grad,9,Married, Exec-managerial, Husband,White,Male,40,1,53379
31, Private, HS-grad,9,Married, Adm-clerical, Wife,White,Female,40,1,106037
51, Self-emp-not-inc, Assoc-acdm,12,Married, Sales, Husband,White,Male,40,1,56652
56, Private, 12th,8,Married, Prof-specialty, Husband,White,Male,40,1,81430
39, Private, Assoc-acdm,12,Married, Machine-op-inspct, Husband,White,Male,40,0,37955
50, Private, Some-college,10,Married, Craft-repair, Husband,White,Male,40,1,72107
34, Local-gov, Bachelors,13,Married, Prof-specialty, Husband,White,Male,40,0,30655
44, Private, HS-grad,9,Not Married, Sales, Not-in-family,White,Male,50,0,30609
21, Private, HS-grad,9,Not Married, Protective-serv, Own-child,White,Male,40,0,33641
37, Private, Some-college,10,Married, Machine-op-inspct, Husband,White,Male,70,0,38344
34, ?, 10th,6,Not Married, ?, Not-in-family,White,Male,40,0,30708
18, Private, 12th,8,Not Married, Adm-clerical, Not-in-family,White,Female,30,0,40838
34, ?, HS-grad,9,Married, ?, Husband,White,Male,80,0,30717
38, Private, HS-grad,9,Married, Machine-op-inspct, Husband,White,Male,65,1,121520
19, Private, HS-grad,9,Not Married, Adm-clerical, Own-child,White,Male,12,0,30639
46, Private, HS-grad,9,Married, Craft-repair, Husband,White,Male,40,0,30664
19, Private, Some-college,10,Not Married, Sales, Own-child,White,Female,25,0,46181
22, Private, Some-college,10,Not Married, Sales, Own-child,White,Female,20,0,30624
38, Private, HS-grad,9,Married, Craft-repair, Husband,White,Male,50,0,30673
33, Private, Masters,14,Not Married, Exec-managerial, Own-child,White,Female,50,1,53386
83, Self-emp-not-inc, HS-grad,9,Married, Exec-managerial, Not-in-family,White,Male,8,0,30720
34, Private, Some-college,10,Married, Tech-support, Husband,White,Male,40,1,78641
38, Private, HS-grad,9,Married, Craft-repair, Husband,White,Male,40,0,30656
33, Private, Some-college,10,Married, Adm-clerical, Unmarried,White,Female,40,0,35250
27, Private, HS-grad,9,Married, Adm-clerical, Wife, Black,Female,40,1,80808
38, Private, HS-grad,9,Married, Craft-repair, Husband,White,Male,60,0,45684
25, Private, Some-college,10,Not Married, Other-service, Not-in-family,White,Male,25,0,30682
38, Private, HS-grad,9,Married, Tech-support, Husband,White,Male,40,0,30635
52, Private, Bachelors,13,Married, Exec-managerial, Husband,White,Male,48,1,68004
33, State-gov, Masters,14,Not Married, Prof-specialty, Not-in-family,White,Male,50,0,45320
17, Private, 11th,7,Not Married, Other-service, Own-child,White,Female,20,0,30603
28, Private, Bachelors,13,Not Married, Exec-managerial, Not-in-family,White,Female,60,0,30587
52, Local-gov, HS-grad,9,Not Married, Adm-clerical, Unmarried, Black,Female,40,0,30579
34, Private, HS-grad,9,Not Married, Handlers-cleaners, Not-in-family,White,Male,40,0,30640
25, Private, Bachelors,13,Not Married, Prof-specialty, Own-child,White,Female,15,0,30596
17, Private, 9th,5,Not Married, Other-service, Own-child, Black,Male,26,0,30550
22, Private, HS-grad,9,Not Married, Other-service, Own-child, Black,Male,80,0,42215
22, Private, HS-grad,9,Not Married, Handlers-cleaners, Not-in-family, Black,Male,40,0,38821
46, Private, Some-college,10,Married, Sales, Husband,White,Male,40,1,111094
58, Private, HS-grad,9,Not Married, Machine-op-inspct, Not-in-family, Black,Female,40,0,30563
39, Private, Some-college,10,Not Married, Sales, Other-relative,White,Female,35,0,30730
59, Local-gov, Some-college,10,Married, Other-service, Not-in-family,White,Female,40,0,33352
61, Private, HS-grad,9,Married, Adm-clerical, Husband,White,Male,40,0,30678
32, Private, Assoc-voc,11,Married, Craft-repair, Husband,White,Male,45,0,30710
50, Private, Bachelors,13,Married, Exec-managerial, Husband, Asian-Pac-Islander,Male,40,1,70629
51, Private, HS-grad,9,Married, Craft-repair, Husband,White,Male,40,0,30687
43, Private, Bachelors,13,Married, Other-service, Wife, Asian-Pac-Islander,Female,45,0,37696
20, Private, Some-college,10,Not Married, Craft-repair, Own-child,White,Male,40,0,30594
38, Local-gov, Bachelors,13,Married, Exec-managerial, Husband, Black,Male,40,0,30739
44, Federal-gov, Assoc-voc,11,Married, Craft-repair, Husband, Black,Male,40,1,94081
28, Private, Assoc-voc,11,Not Married, Sales, Not-in-family,White,Male,50,0,30630
50, Private, Masters,14,Married, Prof-specialty, Wife,White,Female,40,0,30663
53, Private, Doctorate,16,Not Married, Prof-specialty, Not-in-family,White,Male,50,0,30595
42, Self-emp-not-inc, Bachelors,13,Married, Sales, Husband,White,Male,45,0,30626
47, Private, Masters,14,Married, Prof-specialty, Husband, Asian-Pac-Islander,Male,45,0,30643
39, Private, HS-grad,9,Married, Adm-clerical, Wife,White,Female,40,1,53225
38, Self-emp-not-inc, HS-grad,9,Not Married, Farming-fishing, Not-in-family,White,Male,60,0,30558
34, State-gov, Bachelors,13,Not Married, Prof-specialty, Own-child,White,Male,50,0,30642
40, Private, Some-college,10,Married, Prof-specialty, Wife,White,Female,40,0,38854
63, Private, Some-college,10,Married, Sales, Not-in-family,White,Female,20,0,30557
53, Private, Some-college,10,Married, Exec-managerial, Wife,White,Female,40,1,86026
43, Private, Assoc-voc,11,Not Married, Prof-specialty, Not-in-family,White,Male,48,0,46303
28, Private, Some-college,10,Not Married, Exec-managerial, Not-in-family,White,Male,60,0,30741
68, Private, HS-grad,9,Married, Exec-managerial, Not-in-family,White,Female,10,1,101678
22, ?, 7th-8th,4,Not Married, ?, Unmarried,White,Female,40,0,30742
46, State-gov, Bachelors,13,Married, Prof-specialty, Husband,White,Male,38,0,44118
57, Private, HS-grad,9,Not Married, Adm-clerical, Other-relative,White,Female,40,0,34182
38, Private, HS-grad,9,Not Married, Adm-clerical, Not-in-family,White,Female,35,0,30568
66, Private, Masters,14,Married, Sales, Husband,White,Male,40,0,30659
29, Private, Assoc-acdm,12,Not Married, Sales, Own-child,White,Female,40,0,30627
54, Private, Bachelors,13,Married, Sales, Husband,White,Male,50,1,77784
38, Private, HS-grad,9,Not Married, Prof-specialty, Not-in-family,White,Male,40,0,30712
35, Private, 11th,7,Not Married, Priv-house-serv, Unmarried,White,Female,8,0,38982
30, Private, Bachelors,13,Not Married, Prof-specialty, Own-child,White,Female,37,0,44112
39, Private, HS-grad,9,Not Married, Adm-clerical, Unmarried, Black,Female,40,0,30722
31, Private, Masters,14,Not Married, Prof-specialty, Not-in-family, Black,Male,40,0,30722
50, Private, HS-grad,9,Married, Machine-op-inspct, Husband,White,Male,50,0,33817
30, Self-emp-not-inc, HS-grad,9,Married, Craft-repair, Husband,White,Male,60,0,30580
25, Private, Bachelors,13,Not Married, Sales, Own-child,White,Female,40,0,30665
24, Private, Bachelors,13,Not Married, Priv-house-serv, Not-in-family,White,Female,40,0,38848
59, Local-gov, HS-grad,9,Not Married, Protective-serv, Other-relative, Black,Female,40,0,30732
45, Private, Bachelors,13,Married, Adm-clerical, Husband,White,Male,15,0,41400
64, Private, 5th-6th,3,Not Married, Other-service, Other-relative,White,Female,20,0,30611
61, Private, 12th,8,Married, Other-service, Wife,White,Female,40,0,30747
42, Private, Assoc-voc,11,Not Married, Tech-support, Unmarried,White,Female,40,0,30744
28, Private, 5th-6th,3,Married, Machine-op-inspct, Husband,White,Male,40,0,30665
53, Private, HS-grad,9,Not Married, Handlers-cleaners, Not-in-family,White,Male,40,0,30671
33, Self-emp-not-inc, 11th,7,Not Married, Handlers-cleaners, Not-in-family,White,Male,7,0,30679
34, Local-gov, Masters,14,Married, Prof-specialty, Husband, Black,Male,40,0,30748
41, Private, Some-college,10,Married, Other-service, Husband,White,Male,48,0,30575
67, Private, Some-college,10,Married, Handlers-cleaners, Husband,White,Male,24,1,53238
46, Private, Assoc-acdm,12,Married, Prof-specialty, Unmarried,White,Female,27,0,30590
32, Private, HS-grad,9,Married, Sales, Wife,White,Female,40,0,30560
41, Private, HS-grad,9,Married, Transport-moving, Husband,White,Male,40,0,30642
30, Private, Bachelors,13,Married, Prof-specialty, Husband, Other,Male,40,0,30736
54, Self-emp-not-inc, Bachelors,13,Not Married, Exec-managerial, Not-in-family,White,Male,50,0,30599
33, Private, HS-grad,9,Not Married, Other-service, Unmarried, Black,Male,40,0,30708
20, ?, HS-grad,9,Not Married, ?, Own-child,White,Male,32,0,30618
34, Private, Bachelors,13,Not Married, Exec-managerial, Not-in-family,White,Female,40,0,30660
20, Private, Some-college,10,Not Married, Sales, Own-child,White,Male,30,0,30691
17, ?, HS-grad,9,Not Married, ?, Own-child, Black,Male,40,0,36426
45, Private, Some-college,10,Not Married, Adm-clerical, Not-in-family,White,Female,48,0,30579
21, Private, HS-grad,9,Not Married, Other-service, Own-child,White,Male,40,0,30655
25, Private, Bachelors,13,Married, Prof-specialty, Husband,White,Male,40,0,39248
38, Private, HS-grad,9,Married, Craft-repair, Husband,White,Male,41,0,30631
17, Private, 11th,7,Not Married, Craft-repair, Own-child,White,Female,15,0,30667
35, Private, HS-grad,9,Not Married, Sales, Not-in-family,White,Female,30,0,37541
38, Private, Bachelors,13,Married, Craft-repair, Husband,White,Male,40,0,30731
48, Local-gov, Assoc-acdm,12,Married, Protective-serv, Husband,White,Male,56,1,103766
25, Private, HS-grad,9,Not Married, Other-service, Not-in-family, Black,Male,40,0,38188
57, Private, Masters,14,Not Married, Exec-managerial, Not-in-family,White,Male,40,0,45503
32, Private, Bachelors,13,Not Married, Exec-managerial, Not-in-family,White,Female,50,1,86744
39, Local-gov, Bachelors,13,Not Married, Prof-specialty, Not-in-family, Black,Male,30,0,30649
23, Private, Bachelors,13,Not Married, Adm-clerical, Own-child,White,Female,35,0,35447
21, Private, HS-grad,9,Not Married, Handlers-cleaners, Unmarried,White,Male,45,0,30700
47, Private, HS-grad,9,Not Married, Adm-clerical, Unmarried,White,Female,48,0,30612
25, Private, 7th-8th,4,Not Married, Machine-op-inspct, Other-relative,White,Female,40,0,30639
18, ?, 11th,7,Not Married, ?, Own-child,White,Female,35,0,30595
41, Federal-gov, Some-college,10,Married, Adm-clerical, Not-in-family, Black,Male,40,0,30675
19, Private, HS-grad,9,Not Married, Other-service, Own-child,White,Female,15,0,36293
24, Private, HS-grad,9,Not Married, Craft-repair, Not-in-family,White,Male,42,0,30645
57, Private, Bachelors,13,Married, Exec-managerial, Husband,White,Male,50,1,53342
51, ?, Doctorate,16,Not Married, ?, Not-in-family,White,Male,40,1,53258
32, Private, HS-grad,9,Married, Transport-moving, Husband,White,Male,40,0,34050
28, Self-emp-not-inc, Assoc-voc,11,Married, Craft-repair, Husband,White,Male,45,0,30578
40, Private, Bachelors,13,Married, Exec-managerial, Husband,White,Male,75,1,114698
21, State-gov, Some-college,10,Not Married, Prof-specialty, Own-child,White,Male,20,0,42443
45, Self-emp-not-inc, Bachelors,13,Married, Sales, Husband,White,Male,40,1,110786
17, ?, 12th,8,Not Married, ?, Own-child,White,Female,25,0,43791
55, Private, 10th,6,Married, Transport-moving, Husband,White,Male,50,0,30724
42, Private, Some-college,10,Married, Adm-clerical, Husband, Black,Male,40,0,38059
49, Private, HS-grad,9,Married, Adm-clerical, Husband,White,Male,38,0,39975
